Column1;Column2;Column3;Column4;Column5;Column6;;;;;
145;5602213578988062259;6617 Laurel Park;$7.97;Chicken - Breast, 5 - 7 Oz;1706177532;;;;;
179;3560637162428929;65 Coleman Pass;$8.62;Clementine;1706177532;;;;;
9;6370635999496054;8 Spohn Alley;$5.97;Apple - Fuji;1706177532;;;;;
104;3563816974564355;578 Arkansas Plaza;$8.44;Dish Towel;1706177533;;;;;
111;5356887053112396;162 Browning Point;$9.52;Pasta - Fett Alfredo Single Serve;1706177533;;;;;
169;3563168374636791;59746 Killdeer Trail;$4.82;Pepper - Chipotle, Canned;1706177533;;;;;
181;3528046300512605;71 Barnett Court;$0.47;Spic And Span All Purpose;1706177534;;;;;
40;372301194902518;19094 Scofield Place;$7.83;Bread - Bagels, Mini;1706177534;;;;;
69;3579983064675913;3 Algoma Point;$1.86;Salmon Steak - Cohoe 6 Oz;1706177534;;;;;
134;3573741991774555;264 Caliangt Street;$2.67;Pasta - Penne, Lisce, Dry;1706177535;;;;;
158;3575261324819058;13 Northview Terrace;$5.01;Cheese - Feta;1706177535;;;;;
51;5100130149996848;95 Monica Road;$1.79;Veal - Inside Round / Top, Lean;1706177535;;;;;
81;3569994618874508;3814 Grim Park;$0.45;Lid Coffeecup 12oz D9542b;1706177535;;;;;
186;374288574241328;384 Springs Way;$8.43;Spice - Paprika;1706177536;;;;;
97;3567720582597045;3 Debra Plaza;$1.89;Pastry - French Mini Assorted;1706177536;;;;;
159;6771588920460099624;75 Sheridan Avenue;$1.23;Lemon Grass;1706177537;;;;;
49;3573650114392452;67 Loeprich Drive;$4.91;Pasta - Ravioli;1706177537;;;;;
71;5100177444106813;24721 Manufacturers Pass;$9.35;Muffin Mix - Chocolate Chip;1706177537;;;;;
17;201557043445226;43843 Schurz Plaza;$9.71;Pie Box - Cello Window 2.5;1706177538;;;;;
184;3588458894682396;467 Delaware Alley;$9.67;Longos - Lasagna Beef;1706177538;;;;;
19;676770918601107632;81129 Algoma Lane;$4.47;Squid - U 5;1706177538;;;;;
66;5610719391540404;76 Brown Point;$3.16;Cheese - Woolwich Goat, Log;1706177538;;;;;
99;3535334099929896;262 Myrtle Alley;$6.09;Mushroom - Shitake, Dry;1706177538;;;;;
110;3581972679589821;67 Rockefeller Junction;$8.47;Nut - Peanut, Roasted;1706177539;;;;;
163;677180132568458879;41455 2nd Circle;$4.65;Appetizer - Smoked Salmon / Dill;1706177539;;;;;
17;5100138651761542;513 Sutherland Plaza;$1.17;Pears - Bartlett;1706177539;;;;;
32;3578068764398478;4656 Fuller Court;$6.92;Truffle Shells - White Chocolate;1706177539;;;;;
64;3535755261397241;139 Columbus Court;$6.68;Scampi Tail;1706177539;;;;;
98;3578905568038976;43719 Riverside Hill;$6.23;Pasta - Shells Medium Dry;1706177539;;;;;
103;3550815234834314;07 Briar Crest Terrace;$2.66;Ice Cream Bar - Hagen Daz;1706177540;;;;;
120;6334750879522542014;6 Corben Hill;$3.27;Ham - Cooked Bayonne Tinned;1706177540;;;;;
136;3561694415354542;4647 Steensland Parkway;$0.35;Peppercorns - Pink;1706177540;;;;;
54;6771063325885087;24 Delladonna Road;$8.90;Vodka - Lemon, Absolut;1706177540;;;;;
63;5602231078925189;1382 Heffernan Center;$0.46;Rabbit - Whole;1706177540;;;;;
73;6759674106197914562;41 Green Junction;$0.87;Lobster - Live;1706177540;;;;;
77;3565926916948380;72041 Gerald Junction;$9.93;Beer - Fruli;1706177540;;;;;
41;5391631713646824;562 Longview Avenue;$4.65;Cookie - Oreo 100x2;1706177541;;;;;
33;3541912929213821;29784 Red Cloud Drive;$6.04;Huck White Towels;1706177542;;;;;
8;5602233131634619779;77106 Sunfield Lane;$5.94;Beer - Steamwhistle;1706177542;;;;;
13;3564444300941533;47841 Kropf Point;$2.52;Wine - Riesling Alsace Ac 2001;1706177543;;;;;
73;56100539449026341;4 Vernon Avenue;$4.55;Lamb Tenderloin Nz Fr;1706177543;;;;;
114;3587056983861722;9 Blackbird Alley;$2.91;Cleaner - Lime Away;1706177544;;;;;
181;3565779060869575;29 Chinook Circle;$7.06;Table Cloth 54x54 Colour;1706177544;;;;;
94;343258972588024;5487 Muir Avenue;$0.56;Bread - Burger;1706177544;;;;;
134;6709464234483430306;4 Arapahoe Street;$1.20;Energy Drink - Redbull 355ml;1706177545;;;;;
176;3546166394920841;5303 Hoepker Road;$1.93;Sauce - Apple Unsweetened;1706177545;;;;;
48;670935213550725997;7736 International Parkway;$0.28;Mushroom - White Button;1706177545;;;;;
6;3558072892288423;41125 Lindbergh Center;$7.71;Beer - Molson Excel;1706177545;;;;;
90;3580767322095627;0 Lindbergh Avenue;$8.85;Pepper - Cubanelle;1706177545;;;;;
164;3552822370890819;02 Sommers Plaza;$1.22;Tofu - Firm;1706177546;;;;;
177;3558275022365371;740 Harper Pass;$0.63;Beets;1706177546;;;;;
195;4844725793097241;0 Summerview Circle;$1.19;Wine - Red Gamay Noir;1706177546;;;;;
82;3550781884180533;6 Mockingbird Plaza;$1.42;Wine - Cotes Du Rhone;1706177546;;;;;
145;6763361382112167;0 Clyde Gallagher Street;$9.54;Bread - Assorted Rolls;1706177547;;;;;
153;3579216265551728;0203 Coolidge Drive;$9.10;Soup - Cream Of Potato / Leek;1706177547;;;;;
181;3579120850125817;8 Spohn Parkway;$2.99;Chocolate - Liqueur Cups With Foil;1706177547;;;;;
70;5602229968129821;796 Lakewood Point;$6.15;Pasta - Agnolotti - Butternut;1706177547;;;;;
184;201994417656528;69315 Thackeray Terrace;$8.04;Table Cloth 72x144 White;1706177548;;;;;
195;4911016386039958;39993 Kingsford Way;$6.79;Melon - Honey Dew;1706177548;;;;;
56;201894754590134;2922 Loomis Parkway;$7.54;Longos - Burritos;1706177548;;;;;
8;3536976689856365;34879 Cottonwood Junction;$7.67;Beer - Sleemans Cream Ale;1706177548;;;;;
163;3583067126943073;16 Sullivan Drive;$9.94;Pastry - Cherry Danish - Mini;1706177549;;;;;
14;6394161145552601;30 Ridgeview Street;$7.58;Shrimp - Tiger 21/25;1706177550;;;;;
34;5893391576442125;387 Hallows Lane;$7.78;Bok Choy - Baby;1706177550;;;;;
37;630453581413347472;990 Havey Avenue;$9.68;Wine - White, Riesling, Henry Of;1706177550;;;;;
37;4017959779925098;4863 Macpherson Center;$5.73;Beef - Top Sirloin;1706177550;;;;;
103;3537241342152093;7900 Reinke Hill;$2.93;Lemon Grass;1706177551;;;;;
120;3541145503018395;74 Kensington Lane;$6.19;Food Colouring - Pink;1706177551;;;;;
142;3558652983982826;6259 Fulton Avenue;$1.21;Cup Translucent 9 Oz;1706177551;;;;;
32;3553756848382950;6 Kennedy Road;$1.53;Versatainer Nc - 888;1706177551;;;;;
39;5602221496125645;69489 Browning Pass;$1.88;Nantucket Cranberry Juice;1706177551;;;;;
67;3540706123127733;39386 Tennyson Alley;$4.24;Tomatoes - Yellow Hot House;1706177551;;;;;
67;3530769451079290;8716 Russell Place;$5.20;Tea - Jasmin Green;1706177551;;;;;
106;5100146756542717;936 Blue Bill Park Hill;$4.99;Strawberries - California;1706177552;;;;;
146;3559068657647448;15 Stone Corner Park;$1.50;Appetizer - Assorted Box;1706177552;;;;;
153;3576228014374891;82610 Kingsford Lane;$8.66;Venison - Striploin;1706177552;;;;;
181;30021356889857;22 Johnson Terrace;$2.98;Mushroom Morel Fresh;1706177552;;;;;
194;67638647122978080;25 Wayridge Junction;$4.64;Pecan Raisin - Tarts;1706177552;;;;;
49;060452376238152897;4 Valley Edge Crossing;$5.18;Squid - U 5;1706177552;;;;;
75;503826065342398003;4 Graedel Street;$1.97;Currants;1706177552;;;;;
120;3534928788378926;5119 Kim Parkway;$2.39;Pie Filling - Apple;1706177553;;;;;
14;3551042205342545;380 Becker Alley;$4.15;Jameson - Irish Whiskey;1706177553;;;;;
155;56107814955716822;04428 Macpherson Plaza;$2.71;Bread - Raisin;1706177553;;;;;
95;3580827008964155;139 Jay Alley;$6.99;Cheese - Gorgonzola;1706177553;;;;;
20;6382366835443904;17529 Lyons Park;$2.57;Mayonnaise;1706177554;;;;;
74;4911041547183118376;2893 Schiller Lane;$0.04;Gatorade - Lemon Lime;1706177554;;;;;
100;56022296889494993;222 Forest Pass;$8.24;Sobe - Orange Carrot;1706177555;;;;;
170;4844990929766230;5 Debra Point;$3.09;Aspic - Amber;1706177555;;;;;
183;4026142869674087;62 6th Road;$4.42;Broom And Broom Rack White;1706177555;;;;;
131;30299581358464;8 Fulton Circle;$6.82;Latex Rubber Gloves Size 9;1706177556;;;;;
132;3586306271817139;0 Oak Valley Point;$0.33;Salmon - Smoked, Sliced;1706177556;;;;;
147;201465185048040;4 Village Green Circle;$6.85;Wine - Saint Emilion Calvet;1706177556;;;;;
190;5602242150417896;663 Talmadge Lane;$6.10;Wine - Rioja Campo Viejo;1706177556;;;;;
43;201791681013513;17 Meadow Ridge Center;$9.63;Pork Loin Cutlets;1706177556;;;;;
184;3540062138512182;24945 Evergreen Lane;$4.11;Beef - Short Loin;1706177557;;;;;
35;3537606728279084;4006 Transport Circle;$8.04;Wine - Alsace Riesling Reserve;1706177557;;;;;
182;633333030996352640;023 Delaware Drive;$0.22;Juice - Pineapple 341 Ml;1706177558;;;;;
91;4175007119479273;5023 Atwood Way;$4.60;Icecream - Dibs;1706177558;;;;;
192;5602251365821395564;20 Northridge Trail;$3.84;Cranberries - Dry;1706177559;;;;;
33;3551260074088896;190 Shasta Road;$6.03;Noodles - Cellophane, Thin;1706177559;;;;;
44;6334305938069439115;0227 Hanson Junction;$8.47;Mix - Cappucino Cocktail;1706177559;;;;;
141;677169508664641465;0 Randy Road;$4.43;Compound - Passion Fruit;1706177560;;;;;
154;3535864511057942;00803 Mitchell Hill;$5.16;Pie Filling - Apple;1706177560;;;;;
62;3557207433320035;84845 Butterfield Park;$4.79;Jam - Raspberryjar;1706177561;;;;;
145;201779373235973;59 Village Green Parkway;$5.20;Chicken - Breast 5 - 7 Oz;1706177562;;;;;
180;3586791793647967;36 Jenna Park;$0.26;Soup - Base Broth Chix;1706177562;;;;;
101;3548322442877461;753 Fallview Circle;$0.32;Ecolab Digiclean Mild Fm;1706177563;;;;;
109;3560930094197765;3 Logan Parkway;$9.53;Pork Salted Bellies;1706177563;;;;;
67;3540638054853096;648 Lake View Center;$0.35;Tortillas - Flour 8;1706177563;;;;;
98;3541209678000339;09602 Bunting Junction;$6.30;Lettuce Romaine Chopped;1706177563;;;;;
167;4026181738895945;1 Center Street;$5.81;Carbonated Water - Raspberry;1706177564;;;;;
25;201627024687441;3 Truax Circle;$5.09;Island Oasis - Cappucino Mix;1706177564;;;;;
93;3553177648379270;656 Novick Drive;$9.20;The Pop Shoppe Pinapple;1706177564;;;;;
112;6304688201517744820;065 Garrison Center;$7.57;Trout - Smoked;1706177565;;;;;
184;30174892026524;245 Morningstar Plaza;$2.39;Pastry - Apple Large;1706177565;;;;;
4;6304124329329799;961 Lyons Plaza;$3.55;Cheese - Mozzarella, Buffalo;1706177565;;;;;
185;4913172127855869;87798 Corben Point;$4.40;Tomatoes - Orange;1706177566;;;;;
63;6762076894255890042;308 Talisman Point;$6.99;Sugar - Crumb;1706177566;;;;;
12;5293461015981748;6 Meadow Ridge Hill;$4.58;Energy - Boo - Koo;1706177567;;;;;
181;5602228992317741;98 Bartelt Center;$0.33;Squid Ink;1706177567;;;;;
2;3564251115780612;66 Russell Drive;$3.74;Napkin White;1706177567;;;;;
21;6763195317321505356;82201 Pine View Parkway;$8.06;Beef - Baby, Liver;1706177567;;;;;
176;3554524816783651;0 Farmco Drive;$6.08;Potatoes - Yukon Gold, 80 Ct;1706177568;;;;;
193;3568687132646888;78 Miller Junction;$5.39;Cheese - Victor Et Berthold;1706177568;;;;;
31;3579883121224798;8 Blue Bill Park Pass;$7.20;Dome Lid Clear P92008h;1706177568;;;;;
32;201924060869839;780 6th Crossing;$9.18;Ecolab - Hobart Upr Prewash Arm;1706177568;;;;;
54;4911620926671145;250 Aberg Road;$9.64;Eggplant - Baby;1706177568;;;;;
25;3536360430038989;0448 Dexter Circle;$4.49;Crackers Cheez It;1706177569;;;;;
77;4903100959439629079;7 Haas Avenue;$3.07;Plastic Wrap;1706177569;;;;;
78;5602241200737154;09 Arrowood Center;$3.87;Ice Cream - Chocolate;1706177569;;;;;
29;30597627037335;59028 Gulseth Place;$6.33;Ice Cream Bar - Drumstick;1706177570;;;;;
78;201738965499918;1 Linden Place;$8.70;Capon - Whole;1706177570;;;;;
78;201502703947590;8317 Monument Parkway;$5.13;Wine - Tio Pepe Sherry Fino;1706177570;;;;;
105;4913534993062948;04 Village Hill;$7.91;Mushroom - Morels Dry;1706177571;;;;;
189;5509954003658732;404 Westridge Crossing;$0.82;Sobe - Orange Carrot;1706177571;;;;;
43;3589485695178463;2889 Pleasure Place;$1.76;Venison - Denver Leg Boneless;1706177571;;;;;
71;56102995638416800;52538 Haas Center;$1.17;Jam - Apricot;1706177571;;;;;
9;5602221335537216;5741 Colorado Plaza;$7.30;Grapes - Black;1706177571;;;;;
92;3557616803089014;828 Grim Way;$8.27;Shrimp - Black Tiger 26/30;1706177571;;;;;
121;56022593276213428;55 Kedzie Center;$0.55;Trueblue - Blueberry;1706177572;;;;;
182;3559616272277916;611 Gateway Hill;$9.11;Hold Up Tool Storage Rack;1706177572;;;;;
37;3566635922720647;35752 Killdeer Place;$9.56;Coffee - Hazelnut Cream;1706177572;;;;;
82;5100143375613284;13 Oneill Center;$8.74;Sugar - Invert;1706177572;;;;;
98;6771201408009376320;4288 Anzinger Hill;$8.83;Wine - Stoneliegh Sauvignon;1706177572;;;;;
121;337941987025250;80 Burning Wood Center;$4.29;Wine - Red, Concha Y Toro;1706177573;;;;;
145;3589104588629090;3377 Artisan Court;$1.50;Longos - Greek Salad;1706177573;;;;;
162;3538254760653525;932 Esker Park;$7.71;Apple - Fuji;1706177573;;;;;
166;5602222049116065;732 Cody Drive;$1.02;Wine - White, Pinot Grigio;1706177573;;;;;
197;5285635862777578;24126 Jenifer Drive;$0.72;Liquid Aminios Acid - Braggs;1706177573;;;;;
102;3542486157152414;5593 Melby Parkway;$4.31;Pepper - Green;1706177574;;;;;
124;5558100214119854;044 Nobel Road;$2.21;Crab - Dungeness, Whole, live;1706177574;;;;;
44;0604714378866319;38833 Arizona Trail;$6.53;Juice - Prune;1706177574;;;;;
45;5602215034430640;0083 Bunting Court;$8.88;Raisin - Golden;1706177574;;;;;
86;3575362895257437;54721 Westerfield Trail;$3.87;Beans - Kidney, Canned;1706177574;;;;;
156;5610230014542397;9041 Norway Maple Junction;$9.82;Parasol Pick Stir Stick;1706177575;;;;;
51;56022322547897037;02 Scoville Alley;$8.05;Lighter - Bbq;1706177575;;;;;
94;3549037263470472;1010 Butternut Plaza;$9.62;Pepper - Yellow Bell;1706177575;;;;;
113;201714552338678;273 Moose Crossing;$9.03;Wine - Barossa Valley Estate;1706177576;;;;;
149;4026630447876109;1512 Old Gate Center;$9.72;Pastry - Chocolate Chip Muffin;1706177576;;;;;
61;58933953899657886;518 Rutledge Center;$4.45;Sauce - Balsamic Viniagrette;1706177576;;;;;
148;374288466203774;41153 Bunker Hill Park;$9.73;Flour - Masa De Harina Mexican;1706177577;;;;;
182;6759952505231631954;89947 Springs Crossing;$6.48;Nectarines;1706177577;;;;;
194;4026761890079956;3 Stang Terrace;$3.04;Garlic Powder;1706177577;;;;;
26;589353176136862227;6561 American Ash Road;$9.38;Bread - Pain Au Liat X12;1706177577;;;;;
123;6706610901651232;79495 Erie Road;$5.03;Mustard - Individual Pkg;1706177578;;;;;
160;6706758260788952;80232 Shoshone Center;$2.02;Pork - Bacon, Double Smoked;1706177578;;;;;
178;5002355028535552;58 Parkside Hill;$6.25;Chips Potato All Dressed - 43g;1706177578;;;;;
181;4026521052516074;727 Lerdahl Road;$6.97;Tomatoes - Yellow Hot House;1706177578;;;;;
30;589379964910095068;15 Oneill Alley;$1.57;Lemonade - Black Cherry 591 Ml;1706177578;;;;;
173;3558023038911725;75668 Pankratz Street;$4.85;Cheese - Brie;1706177579;;;;;
27;372301202358661;5045 Jenna Trail;$1.20;Kellogs Special K Cereal;1706177579;;;;;
31;6388646993659167;59 Esker Trail;$5.31;Onions - Red Pearl;1706177579;;;;;
51;3571576163059811;95024 Sundown Hill;$5.19;Mikes Hard Lemonade;1706177579;;;;;
97;3582457229120284;789 Jay Pass;$6.55;Cheese - Stilton;1706177579;;;;;
153;4026062318589290;07 Maryland Center;$1.74;Artichoke - Bottom, Canned;1706177580;;;;;
185;63041837933727251;99018 Elka Crossing;$5.71;Coke - Diet, 355 Ml;1706177580;;;;;
69;3543743580931593;048 Cascade Place;$8.98;Fib N9 - Prague Powder;1706177580;;;;;
142;3588662549439314;31774 Service Avenue;$8.22;Milkettes - 2%;1706177581;;;;;
15;4508301423884619;4883 Schmedeman Place;$0.87;Macaroons - Homestyle Two Bit;1706177581;;;;;
200;3569000258643706;5 Ryan Crossing;$9.87;Salmon - Smoked, Sliced;1706177581;;;;;
50;201698960305892;41393 Eagle Crest Drive;$3.84;Vinegar - Champagne;1706177581;;;;;
100;3588324074195478;4785 Holy Cross Trail;$6.57;Bread - Pain Au Liat X12;1706177582;;;;;
128;30374795676777;49615 Sheridan Park;$2.83;Ham Black Forest;1706177582;;;;;
162;5002359646191509;93708 Waxwing Terrace;$0.01;Chicken - Soup Base;1706177582;;;;;
47;6334096384422939;4815 Memorial Park;$3.76;Red Currants;1706177582;;;;;
49;3564252786004365;39 Elgar Park;$7.63;Pork - Hock And Feet Attached;1706177582;;;;;
50;5610402119978087;19882 Daystar Junction;$7.34;Beef - Ox Tongue;1706177582;;;;;
73;3579634295089479;161 Brentwood Park;$4.33;Vodka - Moskovskaya;1706177582;;;;;
165;5108759720818757;11 Scofield Point;$0.84;Pears - Anjou;1706177583;;;;;
53;5610813454238996;5 Grim Drive;$0.81;Cheese Cloth No 100;1706177583;;;;;
65;3583697259299131;15 Buhler Parkway;$6.62;Veal - Sweetbread;1706177583;;;;;
75;3575360711260205;0462 Pine View Park;$6.13;Heavy Duty Dust Pan;1706177583;;;;;
90;3586232792784022;1 Surrey Alley;$3.30;Table Cloth 144x90 White;1706177583;;;;;
143;201947766971310;48061 Division Parkway;$9.40;Wiberg Cure;1706177584;;;;;
78;5018525227332172628;190 Center Alley;$0.45;Pastry - Butterscotch Baked;1706177584;;;;;
8;4508618327227532;11 Monterey Alley;$8.97;Energy Drink - Franks Original;1706177584;;;;;
98;201846999893269;31 Dryden Circle;$8.56;Bacardi Raspberry;1706177584;;;;;
135;6767414570875503;201 Chive Crossing;$6.12;Basil - Pesto Sauce;1706177585;;;;;
142;6709957630388071299;568 Ludington Court;$7.36;Chickhen - Chicken Phyllo;1706177585;;;;;
146;3574294157070979;7 Service Street;$9.09;Wine - Harrow Estates, Vidal;1706177585;;;;;
171;6761941376859600;3415 Evergreen Alley;$0.52;Assorted Desserts;1706177585;;;;;
87;4913000737069292;834 Clarendon Lane;$9.71;Macaroons - Homestyle Two Bit;1706177585;;;;;
166;3579680611490073;9331 Nelson Street;$2.13;Cleaner - Lime Away;1706177586;;;;;
59;3546685957586277;20 Daystar Park;$2.68;Beef - Top Butt Aaa;1706177586;;;;;
173;337941127937117;963 Elgar Road;$3.09;Wine - Harrow Estates Vidal;1706177587;;;;;
187;3577910636692730;8 Graceland Circle;$6.92;Ice Cream Bar - Hageen Daz To;1706177587;;;;;
47;5549111922896701;78043 Lighthouse Bay Pass;$8.45;Beer - Labatt Blue;1706177587;;;;;
63;3577467985083243;6 Eggendart Avenue;$0.95;Wine La Vielle Ferme Cote Du;1706177587;;;;;
80;560221447587616615;23091 Novick Parkway;$0.71;Pasta - Penne, Lisce, Dry;1706177587;;;;;
116;5610178391575673439;2218 Lotheville Lane;$8.94;Water - San Pellegrino;1706177588;;;;;
138;3573903166805495;8636 Mcbride Plaza;$2.86;Chinese Foods - Thick Noodles;1706177588;;;;;
18;374288977985547;47 Marcy Pass;$6.32;Muffin - Mix - Bran And Maple 15l;1706177588;;;;;
33;5100143036589410;3 Claremont Avenue;$0.79;Wine - Chenin Blanc K.w.v.;1706177588;;;;;
38;3562111926960674;343 Sunnyside Place;$2.30;Soup - Cream Of Broccoli;1706177588;;;;;
11;3540160147309309;3 Hintze Court;$9.97;Bread - Crusty Italian Poly;1706177589;;;;;
134;201648680698639;974 Annamark Drive;$9.74;Honey - Liquid;1706177589;;;;;
144;3586945323672560;2355 Parkside Hill;$0.36;Cucumber - Pickling Ontario;1706177589;;;;;
6;3555521166285690;653 Ryan Terrace;$4.08;Nori Sea Weed - Gold Label;1706177589;;;;;
8;4041597040797522;46 Ridgeway Court;$8.81;Zucchini - Green;1706177589;;;;;
127;4041370746752;5 Blackbird Center;$4.01;Wine - Zinfandel California 2002;1706177590;;;;;
134;3532890758760339;5577 Longview Court;$6.31;Fish - Bones;1706177590;;;;;
78;3530603191056930;28321 Armistice Alley;$3.16;Veal - Liver;1706177590;;;;;
8;670995501437732518;991 Gina Way;$7.35;Gherkin - Sour;1706177590;;;;;
122;4936263900575228196;5 Clyde Gallagher Court;$0.99;Soy Protein;1706177591;;;;;
57;3554297182822136;44 Arrowood Alley;$7.01;Beans - Kidney, Red Dry;1706177591;;;;;
8;3586138267446684;88 Towne Place;$7.86;Wine - Jackson Triggs Okonagan;1706177591;;;;;
110;5305336681613377;47 Talmadge Crossing;$2.28;Mushroom - King Eryingii;1706177592;;;;;
174;3572358207435425;07 Jay Terrace;$7.50;Olives - Morracan Dired;1706177592;;;;;
181;201591366755176;21473 Miller Alley;$7.80;Cake - Mini Potato Pancake;1706177592;;;;;
31;5100144156017364;39 Blackbird Street;$4.05;Wine - White, Schroder And Schyl;1706177592;;;;;
117;3565746440721891;8 Calypso Trail;$3.26;Beef Cheek Fresh;1706177593;;;;;
169;5545045360801720;6654 3rd Place;$4.68;Broom - Corn;1706177593;;;;;
173;3569397371163582;4455 Manitowish Alley;$2.84;Crab - Claws, 26 - 30;1706177593;;;;;
175;3576396500909197;70526 Dryden Crossing;$5.41;Sprouts - China Rose;1706177593;;;;;
184;3589478237985701;1 Lighthouse Bay Parkway;$1.74;Chicken - Base, Ultimate;1706177593;;;;;
84;337941343955927;37 Myrtle Terrace;$4.49;Wine - Red, Harrow Estates, Cab;1706177593;;;;;
84;3547401214173068;5 Bultman Court;$1.06;Quinoa;1706177593;;;;;
99;4026643690890768;6401 Gale Drive;$3.74;Pork Salted Bellies;1706177593;;;;;
34;201733811518896;93 Daystar Way;$4.67;Wiberg Cure;1706177594;;;;;
64;30152031772836;2792 Monument Center;$3.13;Coffee - Flavoured;1706177594;;;;;
105;4041594137552845;608 Spenser Park;$3.23;Wine - Pinot Noir Stoneleigh;1706177595;;;;;
121;3579754329705336;1 Maple Way;$6.99;Oil - Truffle, Black;1706177595;;;;;
147;5010126717029201;424 Grim Parkway;$3.15;Oil - Grapeseed Oil;1706177595;;;;;
168;5602248869638516;05566 Sherman Pass;$7.94;Beef - Ground Extra Lean Fresh;1706177595;;;;;
177;3545430046099177;5055 Hollow Ridge Place;$2.35;Soup - Campbells Beef Stew;1706177595;;;;;
59;3531708139483796;71618 Valley Edge Road;$3.61;Tea Peppermint;1706177595;;;;;
178;3589078803119832;3622 Eliot Road;$6.80;Momiji Oroshi Chili Sauce;1706177596;;;;;
65;3581022570433230;9 Warrior Alley;$7.71;Steampan - Lid For Half Size;1706177596;;;;;
8;5602221196028644;3013 Sheridan Hill;$7.56;Cookie Chocolate Chip With;1706177596;;;;;
156;3540648578102268;1 Spohn Lane;$9.50;Cabbage - Red;1706177597;;;;;
72;502050597917793175;88 Starling Park;$4.34;Chocolate - Feathers;1706177597;;;;;
73;3550428472830018;526 International Pass;$1.90;Pepper - Scotch Bonnet;1706177597;;;;;
100;56104998663474361;69602 Bobwhite Way;$8.53;Beef - Ox Tongue, Pickled;1706177598;;;;;
142;30345620702608;6 Carey Circle;$1.36;Potatoes - Idaho 80 Count;1706177598;;;;;
159;3576720368775533;34883 Clove Plaza;$3.40;Basil - Thai;1706177598;;;;;
163;3542829786533589;63 Oneill Street;$7.24;Cheese - Oka;1706177598;;;;;
196;30181661771396;24245 Lukken Crossing;$3.47;Bamboo Shoots - Sliced;1706177599;;;;;
27;374283171008436;2813 Crest Line Plaza;$8.78;Curry Paste - Madras;1706177599;;;;;
82;337941441894168;31 Dwight Park;$6.98;Steampan - Half Size Shallow;1706177599;;;;;
95;3575240310820437;20 Burrows Point;$5.79;Wine - Red, Concha Y Toro;1706177599;;;;;
101;3563727230108772;4774 Anniversary Road;$2.37;Foam Espresso Cup Plain White;1706177600;;;;;
44;3572838615394314;36332 Oak Valley Avenue;$2.73;Compound - Rum;1706177600;;;;;
75;5038148826343985632;90684 Veith Pass;$7.70;Wine - Mondavi Coastal Private;1706177600;;;;;
133;201917616362481;58138 Vidon Trail;$4.33;Wine - Blue Nun Qualitatswein;1706177601;;;;;
174;5602220250591315;004 Forest Dale Hill;$6.48;Sauce - Cranberry;1706177601;;;;;
181;3537973701976387;47539 Clemons Drive;$9.12;Banana - Leaves;1706177601;;;;;
63;5417437952183390;26699 Monument Way;$2.25;Ecolab - Hobart Washarm End Cap;1706177601;;;;;
90;4041599867306213;166 Dexter Crossing;$1.62;Sardines;1706177601;;;;;
103;63043262594396924;106 Forest Run Circle;$3.71;Trout - Rainbow Fresh;1706177602;;;;;
113;4905461561019169;0 Pepper Wood Plaza;$5.94;Nut - Hazelnut, Ground, Natural;1706177602;;;;;
118;30031945187200;6582 Farwell Place;$7.72;Wine - Touraine Azay - Le - Rideau;1706177602;;;;;
122;3572785652981737;05 Independence Center;$9.78;Ecolab - Mikroklene 4/4 L;1706177602;;;;;
134;4258830002400597;4989 Bay Lane;$7.12;Container Clear 8 Oz;1706177602;;;;;
183;6334501571847178;9 Bluejay Street;$7.03;Pastry - Apple Muffins - Mini;1706177602;;;;;
118;56022572163728813;14 Farmco Trail;$5.40;Juice - Tomato, 48 Oz;1706177603;;;;;
54;3588701732447278;2592 Golf Course Center;$9.89;Cinnamon Rolls;1706177603;;;;;
61;560225398743770802;24 Riverside Circle;$5.72;Langers - Cranberry Cocktail;1706177603;;;;;
83;4903801891170134575;823 Division Point;$0.84;Lidsoupcont Rp12dn;1706177603;;;;;
169;4508043429100455;15 Waywood Pass;$6.82;Mace Ground;1706177604;;;;;
27;372553300941430;002 Manley Street;$1.60;Cheese - Mascarpone;1706177604;;;;;
29;3570023411382084;497 Old Shore Alley;$9.43;Pastry - Baked Cinnamon Stick;1706177605;;;;;
153;201744480735240;7489 Truax Avenue;$5.40;Jerusalem Artichoke;1706177606;;;;;
169;5100174410733308;1 Jana Way;$5.74;Pea - Snow;1706177606;;;;;
184;3576482717534984;39 Longview Crossing;$9.04;Bread - Italian Roll With Herbs;1706177606;;;;;
192;3532890616962812;1763 Nova Street;$8.31;Chicken - Diced, Cooked;1706177606;;;;;
4;4017954093285576;83 Kim Park;$2.71;Yogurt - Assorted Pack;1706177606;;;;;
71;3538410487437994;156 Clove Crossing;$4.57;White Fish - Filets;1706177606;;;;;
94;4508063761607081;21 Dovetail Place;$4.82;Wine - Fino Tio Pepe Gonzalez;1706177606;;;;;
138;4964939351137513;18489 Londonderry Park;$0.78;Vermacelli - Sprinkles, Assorted;1706177607;;;;;
15;3555602780200404;8 Charing Cross Way;$8.75;Plasticknivesblack;1706177607;;;;;
172;3564157288528714;687 Petterle Lane;$2.47;The Pop Shoppe - Root Beer;1706177607;;;;;
53;4913724475825082;9190 Lien Drive;$2.76;Dome Lid Clear P92008h;1706177607;;;;;
57;5108754282888363;58429 Bellgrove Court;$1.45;Tomatoes - Plum Canned;1706177607;;;;;
